gene_id	logFC	AveExpr	t	P.Value	adj.P.Val	B	regulation
ENSBIXG00005001944	2.423660160172492	4.387290666674766	4.933822695842736	4.209033827417027e-4	0.04134544162305333	0.16771260858409853	up
PB.22283	5.0436244260367165	-0.11039865570592959	5.256296185958691	2.5238504341842504e-4	0.030682810278439956	0.1523940271358173	up
ENSBIXG00005002007	-1.1197498002336754	6.019741137133986	-5.028660744824413	3.6157350316158533e-4	0.03814451047816229	0.15033757880623533	down
ENSBIXG00005009372	-4.994433388252706	0.13990768715077337	-5.079366345477514	3.3353593791833207e-4	0.03670332972006473	0.1336750124574566	down
ENSBIXG00005010670	2.221964543745691	4.7717827213746125	4.950776656775859	4.095868568456387e-4	0.04134544162305333	0.12522181320633585	up
ENSBIXG00005000553	-2.3034869292617906	2.5273238015725243	-4.788472026430949	5.325675678599797e-4	0.04438513023930941	0.0906430922689605	down
ENSBIXG00005031539	-1.543464132247676	3.3106952534093437	-4.853737211418383	4.7899421707711535e-4	0.041594293748227054	0.0831354450537578	down
ENSBIXG00005007656	-1.5354285058454504	4.162677657443194	-4.895657499325609	4.4760140184009207e-4	0.04134544162305333	0.07976289223111532	down
ENSBIXG00005019987	-4.297444889708747	-1.4498206559701767	-5.1270655673578105	3.0925091634918437e-4	0.034934406612365826	0.07254849068173286	down
ENSBIXG00005007237	1.7543817593007778	4.06018646482961	4.8369024207030185	4.922464263378217e-4	0.042370835879743794	0.016679895461186867	up
ENSBIXG00005014624	-1.3176246899503985	5.766160249247189	-4.928720036418645	4.2437350651628066e-4	0.04134544162305333	0.0015360714341339232	down
ENSBIXG00005026835	5.6631708191326435	0.5442113771542167	5.083614458528347	3.3129354261520567e-4	0.03670332972006473	-0.01200758248561673	up
ENSBIXG00005011530	3.609318605373865	2.7025106779646	4.697143924879993	6.183524806655099e-4	0.048129691559117276	-0.0189848569501887	up
ENSBIXG00005000323	-1.0609370709914963	7.27920194924938	-4.954227596897933	4.07322953528765e-4	0.04134544162305333	-0.020783670136443888	down
ENSBIXG00005031028	-1.3892053476156416	4.691113904722043	-4.865777391747315	4.697470530179667e-4	0.04154243955450604	-0.023198959028000843	down
ENSBIXG00005015011	-1.4061807533106112	3.4923366932196944	-4.78105144138286	5.390464268095e-4	0.04439308153692431	-0.03947452254376049	down
ENSBIXG00005029852	-1.4031327883556752	4.270647552565613	-4.82595359787425	5.010719948431953e-4	0.04264122676115592	-0.047611085783755946	down
ENSBIXG00005030433	1.7746032750404441	3.6325242818772083	4.7598465090709485	5.580214202963376e-4	0.0454947889898791	-0.056776774568203514	up
ENSBIXG00005000430	3.9567188608576407	0.8241606123666066	4.785132848965071	5.354727815788208e-4	0.04438513023930941	-0.08828517362737198	up
ENSBIXG00005022407	-4.834752702968247	-0.37648121211121643	-4.906646051540083	4.397362619235286e-4	0.04134544162305333	-0.09011096581667744	down
ENSBIXG00005017232	-1.5260499814196682	4.094881563347444	-4.795937549315626	5.26132099516695e-4	0.04418471217322771	-0.09069398551056373	down
ENSBIXG00005028031	1.0801970633915348	6.166477236020228	4.879944027975728	4.5910694000426467e-4	0.04134544162305333	-0.09674844173988273	up
ENSBIXG00005019120	1.3515107444045578	6.791971844293437	4.8950535027754665	4.480379922271484e-4	0.04134544162305333	-0.09902566525610901	up
PB.13415	-1.2575551109297498	6.317257849681707	-4.87971463484933	4.5927719291695326e-4	0.04134544162305333	-0.10650991382024078	down
ENSBIXG00005008190	1.75872482904414	6.891706487925998	4.884308071021759	4.558806305484466e-4	0.04134544162305333	-0.1138873858352829	up
ENSBIXG00005016718	-4.265048827404354	-1.4818093406045714	-4.939452226140961	4.1710963260348634e-4	0.04134544162305333	-0.13991704191981658	down
ENSBIXG00005007092	-2.2026394592921434	5.84482560266488	-4.833993233271014	4.945753659288543e-4	0.042370835879743794	-0.1555716577339945	down
PB.26206	-4.237525563352421	-1.4875803977895101	-4.914408736712968	4.3426792788570816e-4	0.04134544162305333	-0.16852382288422874	down
ENSBIXG00005025922	1.9575280334988951	3.792027586931989	4.698988796035606	6.164827727181231e-4	0.048129691559117276	-0.17222884894509072	up
ENSBIXG00005010243	-1.1073028505039693	8.221748714303411	-4.862967372663135	4.718882675599981e-4	0.04154243955450604	-0.18662081717661305	down
ENSBIXG00005028296	-4.221911409426549	-1.3813995258232954	-4.892988044286673	4.495343736060568e-4	0.04134544162305333	-0.19615367693603591	down
ENSBIXG00005007140	-2.0020517099850044	3.1570273499311354	-4.6680819601330805	6.486050933962235e-4	0.04928240486430234	-0.20171823893443186	down
ENSBIXG00005008437	-4.196228333766612	-1.3905526756380007	-4.874490433803634	4.6317259319205844e-4	0.04134544162305333	-0.21820181242960235	down
ENSBIXG00005031507	1.584514591903278	5.242010489993027	4.754282188588686	5.63116072103478e-4	0.0454947889898791	-0.2284268281052837	up
ENSBIXG00005011859	-1.506930210958442	4.716044839974337	-4.7329738210449355	5.83082715701086e-4	0.04651906791202727	-0.2310509032927479	down
ENSBIXG00005002234	-1.4247656579501315	3.577111428642976	-4.662424275558267	6.546732627106256e-4	0.04944913726923749	-0.25334640523928087	down
ENSBIXG00005017154	-1.1966150345407787	5.380490698334592	-4.755116147819778	5.62349399047996e-4	0.0454947889898791	-0.26299849664706443	down
ENSBIXG00005015098	-1.1846916561157679	7.0976492044287625	-4.8022421780140565	5.207610884226666e-4	0.04402328009083006	-0.26925561756585825	down
ENSBIXG00005012422	-1.6022253445394585	4.669241141675445	-4.708807842427521	6.066310047476876e-4	0.04780027639261872	-0.2821932822186026	down
ENSBIXG00005004662	-1.455128536608263	4.381230715105247	-4.681388916367161	6.345644027314377e-4	0.0487964734991976	-0.29420774139948147	down
ENSBIXG00005023232	-2.180129626039923	5.49369501630065	-4.734337126233536	5.817832270873823e-4	0.04651906791202727	-0.3011657273870556	down
ENSBIXG00005012404	4.497523997031666	-1.4146176605271965	4.882927140435529	4.5689895272858647e-4	0.04134544162305333	-0.31130675847300093	up
ENSBIXG00005028467	-1.7357756740937562	5.676823918395177	-4.716503226702697	5.990256872082214e-4	0.0474941794857947	-0.34956152223592873	down
PB.23521	1.5129499224656078	6.834773872035107	4.692421169722162	6.231660201940803e-4	0.0482103893804693	-0.43596838526965165	up
ENSBIXG00005014737	-1.3960518959699364	5.997530543501547	-4.675458301689314	6.407821693544153e-4	0.04897954725634198	-0.436071109700511	down
